Customer_ID,Age,Income,Education,Marital_Status,Kidhome,Teenhome,Total_Orders,Average_Order_Value,Purchase_Frequency,Total_Spent,Days_Since_Last_Purchase,Customer_Tenure,CLV
4611,44,105471.0,Graduation,Together,0,0,30,57.47,1.7143,1724,36,525,1724.11
3376,44,55282.0,Master,Divorced,1,0,11,21.36,1.6583,235,9,199,234.96
4679,37,78710.0,Master,Married,0,1,28,39.0,22.1053,1092,42,38,1092.0
10928,56,66886.0,Graduation,Together,0,1,17,35.24,1.777,599,28,287,599.08
4248,54,98777.0,Master,Single,0,0,19,105.68,4.2857,2008,23,133,2007.91
6728,29,29103.0,Graduation,Together,1,0,6,8.0,0.2679,48,38,672,48.01
6661,40,67445.0,Graduation,Married,0,1,32,36.69,1.3974,1174,63,687,1174.1
4725,64,50616.0,PhD,Together,0,1,7,9.57,2.6923,67,71,78,66.99
3277,59,49431.0,Graduation,Divorced,0,1,15,24.33,0.6466,365,9,696,364.98
5555,39,153924.0,Graduation,Divorced,0,0,0,,0.0,6,81,143,0.0
2564,61,61278.0,Graduation,Together,0,1,10,16.5,1.6949,165,87,177,165.0
946,56,26490.0,2n Cycle,Together,0,0,11,19.09,0.5108,210,92,646,209.98
3867,67,73059.0,PhD,Together,0,1,26,42.12,2.5743,1095,36,303,1095.14
6940,48,46734.0,PhD,Single,1,2,12,18.58,1.4286,223,86,252,222.96
55,51,56253.0,Graduation,Together,0,1,22,27.14,1.1579,597,83,570,597.08
7093,29,19986.0,Graduation,Married,1,0,4,5.5,0.5263,22,74,228,22.0
5084,39,58330.0,Graduation,Widow,0,1,24,44.33,3.8503,1064,87,187,1063.93
1777,34,25965.0,Basic,Married,0,0,6,12.33,0.2723,74,29,661,73.98
8162,58,14661.0,Master,Together,0,0,5,5.2,0.2752,26,88,545,26.0
10826,55,18690.0,Graduation,Married,0,0,5,12.0,0.2732,60,77,549,59.99
8754,40,45068.0,PhD,Together,0,1,4,5.0,0.2927,20,25,410,20.0
1987,27,21063.0,Basic,Single,1,0,7,8.43,0.7554,59,34,278,59.01
11007,46,29187.0,PhD,Married,1,0,5,6.8,0.3597,34,43,417,34.0
7426,43,54690.0,2n Cycle,Married,1,1,12,16.5,1.5319,198,76,235,198.0
9153,50,59304.0,PhD,Married,0,1,28,37.43,2.5,1048,81,336,1048.04
10379,52,59247.0,Master,Single,0,2,21,27.33,2.6923,574,87,234,573.93
9204,44,66731.0,Graduation,Widow,0,1,17,60.53,0.7774,1029,33,656,1028.96
3197,34,77353.0,Graduation,Married,0,1,20,33.5,3.0612,670,38,196,669.99
2920,39,52614.0,PhD,Single,0,1,16,61.88,0.8333,990,63,576,990.04
6961,40,26751.0,Graduation,Married,2,0,4,2.75,3.0769,11,26,39,11.0
4673,51,81300.0,PhD,Married,0,1,21,59.1,1.0362,1241,17,608,1241.12
9937,35,70337.0,Graduation,Single,0,0,17,33.88,2.8492,576,75,179,575.97
8779,29,36145.0,2n Cycle,Married,1,0,12,14.33,0.9499,172,13,379,171.97
9596,34,65295.0,PhD,Single,0,0,20,33.2,3.1746,664,19,189,664.0
2891,51,68118.0,Graduation,Divorced,0,1,23,40.35,2.7059,928,51,255,928.06
4910,47,68743.0,Graduation,Divorced,0,0,30,69.13,1.3453,2074,81,669,2073.91
75,32,41039.0,2n Cycle,Together,0,0,15,31.13,1.3235,467,32,340,466.94
10120,59,38946.0,Graduation,Together,0,1,12,21.42,1.4458,257,84,249,257.04
6327,47,65777.0,Graduation,Together,0,0,17,67.41,2.6425,1146,87,193,1145.98
10142,38,66476.0,PhD,Divorced,0,1,20,34.45,1.25,689,99,480,689.0
9826,42,86857.0,PhD,Single,0,0,22,96.09,1.0061,2114,96,656,2113.99
1501,32,160803.0,PhD,Married,0,0,44,39.02,1.8993,1717,21,695,1716.9
10767,25,77845.0,PhD,Together,0,0,21,64.1,14.0,1346,40,45,1346.1
7279,45,69476.0,PhD,Together,0,0,15,69.6,1.6484,1044,3,273,1044.03
7230,54,50611.0,PhD,Divorced,0,1,22,22.41,1.041,493,98,634,493.02
143,44,61209.0,Graduation,Single,0,0,13,73.62,1.2621,957,73,309,957.03
450,56,42315.0,Master,Together,0,1,12,22.5,1.0198,270,90,353,269.99
9316,62,13084.0,Basic,Together,0,0,5,5.8,0.625,29,29,240,29.0
6379,65,47570.0,Master,Widow,1,1,9,13.44,0.6801,121,3,397,120.96
9239,53,61923.0,Master,Married,0,2,8,15.75,0.708,126,94,339,126.01
8315,19,34824.0,Graduation,Single,0,0,4,5.75,1.25,23,65,96,23.0
2868,65,26518.0,PhD,Single,1,1,8,7.12,0.5357,57,33,448,56.96
10888,53,45938.0,Graduation,Single,0,0,20,31.8,2.5105,636,46,239,636.01
1277,54,78468.0,Graduation,Together,0,0,28,35.86,10.2439,1004,29,82,1004.08
9977,41,78901.0,Graduation,Divorced,0,1,20,36.7,2.0979,734,99,286,734.0
10196,36,71427.0,Graduation,Married,2,0,20,30.7,5.4545,614,26,110,613.99
6384,36,71022.0,Graduation,Divorced,0,1,21,69.19,4.5324,1453,30,139,1453.0
8029,26,90247.0,Master,Single,0,0,15,108.07,7.2581,1621,27,62,1621.06
968,46,41335.0,Master,Divorced,1,0,12,15.58,1.9355,187,24,186,186.96
6988,28,71952.0,Graduation,Married,1,0,22,65.59,1.2313,1443,93,536,1442.93
4472,44,35682.0,PhD,Divorced,1,0,6,9.5,60.0,57,34,3,57.0
6991,63,43185.0,Graduation,Divorced,0,1,20,31.85,1.3453,637,88,446,637.0
3336,66,66375.0,PhD,Together,0,1,14,67.71,1.9005,948,96,221,947.96
4301,43,35178.0,Master,Married,1,0,5,11.8,0.2799,59,10,536,59.01
1940,28,25252.0,Graduation,Married,1,0,4,4.5,0.3399,18,26,353,18.0
1272,49,55250.0,Master,Single,0,1,26,34.73,1.2642,903,49,617,902.99
1388,39,33249.0,Graduation,Single,1,0,8,14.0,0.4848,112,11,495,111.99
1044,61,58398.0,Graduation,Together,0,0,20,29.8,1.4563,596,44,412,596.0
6969,32,50272.0,Graduation,Together,1,0,13,17.92,1.1927,233,75,327,232.97
10479,39,76618.0,PhD,Married,0,0,11,137.36,0.5789,1511,64,570,1510.84
3619,54,87305.0,2n Cycle,Divorced,0,0,17,67.76,0.7907,1152,19,645,1151.92
1715,36,25851.0,Graduation,Together,1,0,7,6.86,0.4167,48,45,504,48.02
10159,44,58710.0,Graduation,Divorced,0,1,31,38.23,2.0395,1185,77,456,1185.15
1463,56,45160.0,Graduation,Single,1,1,4,5.25,1.2903,21,9,93,21.0
5114,49,74806.0,Master,Married,0,1,16,60.31,0.8602,965,1,558,964.94
4990,60,59111.0,Graduation,Married,0,0,21,41.38,1.4858,869,90,424,868.95
4329,30,18988.0,PhD,Married,1,0,6,2.67,4.7368,16,43,38,16.02
10936,49,72190.0,Graduation,Married,0,0,16,121.69,0.9562,1947,79,502,1947.09
4692,38,7500.0,Graduation,Married,1,0,12,5.92,0.5158,71,19,698,71.05
7212,48,44794.0,Graduation,Married,0,1,6,10.83,8.1818,65,99,22,64.98
6086,59,80395.0,Graduation,Married,0,0,24,57.5,3.2877,1380,62,219,1380.01
437,38,75012.0,Master,Divorced,0,0,23,44.65,4.4231,1027,41,156,1026.96
11171,49,56962.0,Master,Married,2,1,21,19.57,2.4046,411,60,262,410.97
11101,23,89891.0,Graduation,Together,0,0,26,32.15,1.7687,836,17,441,835.9
5329,65,35946.0,PhD,Divorced,1,1,4,2.75,0.4348,11,24,276,11.0
610,61,53593.0,PhD,Together,1,1,23,20.87,0.9971,480,60,692,480.01
9384,36,66373.0,Graduation,Married,1,1,23,26.35,1.8016,606,57,383,606.06
5956,66,45072.0,PhD,Divorced,1,2,16,17.75,1.8677,284,74,257,284.0
10430,41,89694.0,Graduation,Divorced,1,1,14,105.14,1.5909,1472,22,264,1471.95
7875,65,72025.0,Graduation,Married,0,0,26,64.5,12.5806,1677,46,62,1676.99
7072,41,67432.0,Graduation,Married,0,1,19,70.26,1.2445,1335,69,458,1334.9
6255,62,70545.0,Master,Together,0,1,13,25.69,14.4444,334,29,27,333.97
6516,25,17487.0,Basic,Married,1,0,4,4.5,0.2559,18,37,469,18.0
5564,45,62882.0,Graduation,Together,0,1,20,66.9,0.8696,1338,26,690,1338.05
5682,61,64108.0,PhD,Single,0,1,30,36.63,1.9397,1099,8,464,1098.93
7458,58,34941.0,Master,Together,1,1,8,12.12,0.499,97,26,481,96.97
5237,64,48767.0,PhD,Single,1,2,9,7.0,1.5,63,79,180,63.0
7761,36,38702.0,2n Cycle,Together,1,0,9,12.11,0.8108,109,71,333,108.99
5278,50,82224.0,Graduation,Married,0,0,21,42.95,4.0385,902,83,156,901.96
3560,62,83844.0,Graduation,Together,0,0,20,78.7,1.4493,1574,57,414,1574.03
7235,39,17003.0,2n Cycle,Married,1,0,9,4.22,1.33,38,37,203,37.98
10548,19,71163.0,Graduation,Single,0,0,24,40.0,6.3717,960,30,113,960.0
2281,44,33697.0,Graduation,Single,1,0,4,7.0,0.4167,28,34,288,28.0
4073,60,63564.0,2n Cycle,Married,0,0,28,43.39,5.5263,1215,0,152,1214.92
6974,42,83443.0,PhD,Together,0,0,22,68.05,3.6464,1497,89,181,1497.1
7938,56,51518.0,PhD,Together,0,1,17,26.41,1.8889,449,92,270,448.97
7094,39,58330.0,Graduation,Widow,0,1,24,44.33,3.8503,1064,87,187,1063.93
3667,45,80952.0,Graduation,Married,0,0,25,70.28,1.54,1757,20,487,1756.95
7723,35,75507.0,Graduation,Together,0,0,21,68.57,10.678,1440,56,59,1439.97
3870,36,63855.0,2n Cycle,Together,0,0,24,41.92,1.4229,1006,28,506,1006.06
4012,42,62220.0,PhD,Together,0,1,23,53.3,1.0029,1226,55,688,1225.89
5909,50,58512.0,Graduation,Married,0,1,20,58.55,2.1127,1171,25,284,1171.01
10470,35,40662.0,Master,Married,1,0,8,11.5,0.5085,92,0,472,92.0
6488,55,38829.0,PhD,Married,0,1,8,12.38,2.8235,99,86,85,99.04
10270,33,35523.0,2n Cycle,Married,1,0,8,8.25,0.8889,66,8,270,66.0
6887,47,79146.0,Graduation,Single,1,1,19,29.68,8.5075,564,33,67,563.92
6406,26,78285.0,Master,Married,0,0,21,67.95,2.5714,1427,13,245,1426.93
7573,36,31626.0,PhD,Single,1,0,6,14.33,0.4327,86,12,416,85.98
4508,62,75127.0,Graduation,Single,0,0,19,43.84,14.6154,833,92,39,832.96
221,59,48726.0,Graduation,Married,0,1,12,20.17,0.8392,242,90,429,242.05
5331,37,74985.0,Graduation,Married,0,0,17,109.94,0.7763,1869,8,657,1869.09
1911,27,67430.0,Graduation,Together,0,0,29,47.03,1.3122,1364,6,663,1363.85
20,49,46891.0,2n Cycle,Married,0,1,8,22.88,0.7947,183,91,302,183.04
8786,58,62058.0,Master,Married,0,1,18,25.0,1.35,450,52,400,450.0
10582,35,72063.0,Graduation,Married,0,1,21,36.1,1.7403,758,3,362,758.09
1915,63,78939.0,PhD,Married,0,0,20,75.35,3.0,1507,57,200,1507.0
8897,49,42720.0,Graduation,Single,1,1,25,26.16,1.7361,654,9,432,654.0
2371,42,33622.0,Graduation,Married,1,1,9,9.0,0.6095,81,22,443,81.0
4303,57,6835.0,PhD,Together,0,1,1,137.0,0.0527,137,76,569,136.94
6825,61,41452.0,Graduation,Together,1,1,4,4.0,0.2495,16,86,481,16.0
1072,49,40760.0,PhD,Single,0,1,8,11.62,0.7895,93,64,304,92.96
4964,56,74250.0,PhD,Together,0,0,18,64.33,3.4839,1158,90,155,1157.95
2461,59,51124.0,Master,Single,1,1,6,7.17,0.9278,43,79,194,43.02
10736,43,72258.0,Graduation,Single,0,1,22,69.32,2.268,1525,28,291,1525.01
3194,40,71466.0,PhD,Single,0,0,19,64.74,6.6279,1230,86,86,1230.06
10839,38,36283.0,Graduation,Together,1,1,6,4.83,2.3377,29,42,77,28.98
49,44,20587.0,Graduation,Single,1,0,5,5.0,3.0,25,39,50,25.0
4290,42,30467.0,Graduation,Married,1,0,4,6.0,1.165,24,8,103,24.0
10219,42,31590.0,Graduation,Together,1,0,5,7.6,0.3979,38,40,377,38.0
4211,28,20425.0,Basic,Married,1,0,7,8.14,0.3448,57,5,609,56.98
1135,54,17144.0,Master,Together,1,1,12,3.92,2.6667,47,96,135,47.04
6299,46,42564.0,PhD,Divorced,0,1,24,33.88,1.3235,813,28,544,813.1
10846,36,43783.0,Master,Married,1,0,22,28.59,20.625,629,22,32,628.98
347,38,40780.0,Graduation,Divorced,0,1,17,22.18,0.7727,377,30,660,377.05
6543,69,62847.0,Master,Together,0,0,14,115.14,0.791,1612,45,531,1612.04
10446,57,82017.0,PhD,Married,0,0,17,42.88,0.85,729,58,600,728.96
3479,64,16813.0,Graduation,Single,0,0,6,8.33,0.5202,50,49,346,49.98
11075,36,51267.0,Graduation,Married,1,1,15,18.0,1.8443,270,37,244,270.01
4442,53,46524.0,Graduation,Single,0,1,9,19.67,0.5987,177,70,451,177.04
199,52,45183.0,Master,Single,0,0,13,24.23,0.7414,315,33,526,314.97
6722,60,70421.0,PhD,Married,0,1,23,33.35,345.0,767,98,2,767.05
796,49,60161.0,2n Cycle,Divorced,0,1,26,41.19,1.2683,1071,17,615,1070.95
3749,41,73926.0,Graduation,Together,0,0,24,65.83,1.4845,1580,54,485,1579.88
8523,46,19329.0,Graduation,Married,1,0,10,6.0,1.5152,60,39,198,60.0
310,44,61872.0,Master,Married,0,1,21,27.29,3.1658,573,81,199,573.08
8629,58,46984.0,Graduation,Widow,1,1,5,8.2,0.3254,41,71,461,41.0
236,63,34838.0,Graduation,Married,1,1,10,17.0,0.5693,170,62,527,170.01
9930,70,82716.0,PhD,Single,0,0,28,41.68,3.5443,1167,8,237,1167.04
3483,56,48192.0,Graduation,Married,0,0,25,61.04,1.6667,1526,76,450,1526.03
4599,38,49681.0,Master,Married,0,2,21,21.81,2.6471,458,66,238,458.02
7326,43,56850.0,Master,Married,0,1,6,10.5,1.8182,63,83,99,63.0
7352,57,55267.0,Graduation,Married,0,1,17,23.82,2.0238,405,28,252,404.94
2350,42,59666.0,Graduation,Married,1,1,20,51.35,1.2903,1027,87,465,1026.98
9145,42,72504.0,Graduation,Single,0,1,22,67.18,1.4667,1478,43,450,1477.99
2964,33,26872.0,Graduation,Married,0,0,5,14.4,0.5837,72,0,257,72.01
5585,42,21359.0,Graduation,Single,1,0,7,6.86,0.4817,48,1,436,48.02
9687,39,73170.0,Graduation,Single,0,0,16,45.38,16.0,726,1,30,726.08
3732,59,52750.0,Master,Married,0,1,27,31.85,1.5851,860,72,511,859.94
6303,28,91820.0,PhD,Together,0,0,22,68.05,3.0137,1497,72,219,1497.1
11176,44,65968.0,PhD,Together,0,1,18,27.5,11.0204,495,12,49,495.0
2986,38,30772.0,Graduation,Married,1,1,4,5.0,1.0909,20,89,110,20.0
7462,60,22507.0,Graduation,Single,0,0,19,30.0,0.9777,570,67,583,570.0
3900,42,65685.0,Graduation,Married,0,1,21,36.62,6.7742,769,54,93,769.02
7034,36,25804.0,2n Cycle,Married,1,0,7,7.86,0.6954,55,34,302,55.02
9493,34,76412.0,PhD,Single,0,0,18,100.44,1.2827,1808,15,421,1807.98
1143,42,22063.0,Graduation,Married,1,0,7,7.86,0.6442,55,43,326,55.02
1,53,57091.0,Graduation,Single,0,0,18,32.06,36.0,577,0,15,577.08
3855,51,22419.0,Graduation,Married,0,0,8,20.25,0.5479,162,74,438,161.99
5536,55,87771.0,Graduation,Together,0,1,20,97.85,1.4851,1957,61,404,1956.94
5989,55,78353.0,2n Cycle,Divorced,0,1,24,65.67,1.6364,1576,51,440,1576.12
9499,60,93404.0,Graduation,Married,1,2,17,95.06,1.2172,1616,97,419,1616.04
6768,52,37859.0,Graduation,Divorced,1,2,6,6.0,0.3371,36,75,534,36.0
2150,56,80995.0,PhD,Widow,0,1,22,67.36,1.5904,1482,83,415,1481.96
6646,30,16529.0,Graduation,Together,1,0,5,4.4,1.2397,22,23,121,22.0
4887,38,55412.0,PhD,Divorced,1,1,6,10.5,0.8182,63,65,220,63.0
8560,22,48789.0,Graduation,Single,0,0,18,37.78,0.8207,680,94,658,680.07
3321,47,56575.0,PhD,Together,0,2,20,27.1,1.4252,542,42,421,542.01
11003,34,25130.0,2n Cycle,Together,1,0,7,7.14,0.7749,50,10,271,49.98
10402,47,35441.0,Graduation,Married,1,1,6,6.5,0.3593,39,94,501,39.0
9904,58,71391.0,Graduation,Married,0,1,28,37.25,1.8341,1043,50,458,1043.02
6141,42,49494.0,Master,Single,1,0,14,27.5,0.9745,385,46,431,385.01
5687,34,81702.0,Graduation,Divorced,0,0,27,60.48,1.2558,1633,98,645,1632.94
10856,34,45889.0,2n Cycle,Single,0,1,5,9.2,0.4132,46,42,363,46.0
5121,37,56628.0,Graduation,Single,0,1,20,38.05,5.9406,761,30,101,761.0
4186,64,34026.0,Graduation,Together,1,1,9,8.44,0.8207,76,11,329,75.96
368,40,40049.0,Graduation,Married,0,1,14,20.71,0.7266,290,61,578,289.92
3312,26,34176.0,Graduation,Single,1,0,11,8.09,6.7347,89,12,49,88.99
11121,33,19419.0,Graduation,Married,1,0,11,6.36,0.5528,70,76,597,69.96
5332,54,82504.0,2n Cycle,Married,0,0,17,62.71,1.5089,1066,2,338,1066.09
5848,44,81205.0,Graduation,Together,0,0,19,105.74,3.3929,2009,43,168,2009.09
10343,23,61618.0,2n Cycle,Single,0,0,19,70.79,0.892,1345,27,639,1344.98
5935,58,55284.0,Master,Single,0,1,23,33.22,1.2477,764,60,553,764.04
2895,51,49980.0,Graduation,Single,0,1,11,17.73,1.32,195,79,250,195.03
10262,34,15072.0,Graduation,Married,2,0,11,4.82,0.7933,53,96,416,53.02
7848,40,49166.0,Graduation,Single,0,1,13,28.31,1.0209,368,17,382,368.01
9477,60,65324.0,PhD,Married,0,1,20,27.2,3.5294,544,0,170,544.0
4856,57,82347.0,2n Cycle,Married,0,0,25,74.12,1.2479,1853,38,601,1852.97
7186,48,30843.0,PhD,Together,1,1,6,5.83,5.1429,35,43,35,34.98
5794,40,46374.0,PhD,Married,0,1,18,24.78,5.1429,446,1,105,446.04
1456,35,60474.0,Graduation,Single,0,1,31,38.06,2.044,1180,25,455,1179.89
4877,41,38576.0,Master,Married,0,1,5,8.2,1.2712,41,2,118,41.0
425,29,55357.0,Graduation,Married,2,0,22,33.05,1.3306,727,66,496,727.08
3007,48,37758.0,Graduation,Together,1,1,6,6.67,0.2839,40,49,634,40.02
1031,25,85710.0,2n Cycle,Married,0,0,26,40.85,1.8527,1062,5,421,1062.08
4297,45,23228.0,Graduation,Together,1,0,7,5.71,1.3548,40,71,155,39.97
807,45,44602.0,Master,Together,1,1,17,17.18,3.7778,292,35,135,292.06
9553,27,7500.0,Graduation,Married,0,0,4,3.75,0.2235,15,94,537,15.0
4271,25,38683.0,2n Cycle,Together,1,0,17,20.06,0.8044,341,80,634,341.01
4120,39,49514.0,2n Cycle,Single,1,0,13,28.38,2.0,369,61,195,368.94
2036,41,57906.0,PhD,Together,0,1,17,23.59,1.3281,401,29,384,401.02
115,48,43456.0,Master,Single,0,1,17,23.12,1.1063,393,0,461,393.04
4259,28,19485.0,Master,Single,2,0,4,2.5,0.4301,10,80,279,10.0
8687,36,53172.0,Graduation,Together,0,1,16,30.38,1.1429,486,54,420,486.1
2447,35,30545.0,Graduation,Together,1,0,7,9.86,0.3382,69,71,621,69.03
10140,31,70123.0,PhD,Together,0,0,17,101.59,1.8545,1727,27,275,1726.99
9353,55,62450.0,Graduation,Single,0,1,16,62.19,2.7429,995,61,175,995.06
3623,38,21675.0,Graduation,Together,1,0,10,4.5,15.7895,45,55,19,45.0
738,33,42395.0,2n Cycle,Single,1,1,12,15.17,4.1379,182,35,87,182.04
7631,36,61346.0,Master,Together,1,0,23,43.0,2.5843,989,34,267,989.01
4789,61,80812.0,Graduation,Together,0,0,18,93.17,1.8881,1677,95,286,1677.05
773,43,42835.0,Master,Divorced,1,1,23,25.87,1.8904,595,64,365,595.01
10602,31,39922.0,Graduation,Married,1,0,9,17.33,0.5389,156,30,501,155.96
1446,58,86424.0,Master,Single,0,0,28,43.79,9.7674,1226,12,86,1226.11
3270,36,17117.0,2n Cycle,Together,1,0,11,11.64,0.6238,128,96,529,128.04
8443,42,24762.0,Graduation,Single,1,0,9,9.56,1.9286,86,16,140,86.04
9653,39,35797.0,Graduation,Married,0,1,7,9.71,0.3376,68,16,622,67.97
8916,39,36627.0,Graduation,Divorced,2,0,4,4.0,0.3509,16,78,342,16.0
8017,33,51111.0,2n Cycle,Married,1,1,7,7.86,19.0909,55,83,11,55.02
5830,42,86857.0,PhD,Single,0,0,22,96.09,1.0061,2114,96,656,2113.99
4597,44,82072.0,PhD,Together,0,0,19,106.21,1.5702,2018,67,363,2017.93
7023,61,46231.0,PhD,Single,2,1,15,17.53,0.7745,263,87,581,262.94
8086,55,42243.0,Graduation,Married,1,1,7,7.86,1.0448,55,34,201,55.02
8825,52,51195.0,Graduation,Together,1,1,24,23.5,1.5824,564,46,455,563.99
2930,36,68092.0,Master,Single,0,0,20,64.05,3.0612,1281,7,196,1280.99
1928,41,31814.0,Graduation,Married,1,0,7,11.86,0.415,83,73,506,83.02
7108,49,51390.0,Master,Widow,1,1,18,19.61,0.8182,353,54,660,352.99
10925,31,76630.0,Graduation,Married,0,0,25,40.12,4.491,1003,93,167,1003.0
9960,23,26868.0,Basic,Single,1,0,4,3.5,1.9672,14,52,61,14.0
8800,71,48948.0,PhD,Divorced,0,0,24,37.58,1.4008,902,53,514,901.93
9224,42,55260.0,PhD,Single,0,1,25,45.56,1.3274,1139,81,565,1138.97
5519,58,64090.0,Graduation,Together,0,1,20,39.85,1.8349,797,8,327,797.02
5046,56,78331.0,Graduation,Divorced,0,1,25,65.52,4.7468,1638,97,158,1637.99
7037,40,37087.0,PhD,Married,1,0,17,23.59,1.5789,401,50,323,401.02
905,28,21846.0,Graduation,Divorced,1,0,11,7.64,1.3147,84,38,251,84.04
8624,56,81320.0,Graduation,Married,0,0,18,51.56,1.0609,928,61,509,928.08
8945,44,54137.0,Graduation,Divorced,0,1,11,18.45,1.0377,203,46,318,202.94
6445,47,66825.0,Graduation,Together,0,0,16,53.62,1.3675,858,73,351,857.91
2727,41,57100.0,Graduation,Together,0,0,13,31.46,1.875,409,19,208,408.98
6404,45,58917.0,Graduation,Together,1,2,16,17.62,1.0367,282,10,463,281.92
11074,37,85072.0,Graduation,Single,0,0,18,79.06,6.5854,1423,94,82,1423.09
10150,53,86429.0,Graduation,Single,0,0,18,80.5,2.4434,1449,10,221,1448.98
1968,43,45684.0,Graduation,Widow,1,0,4,7.0,0.5714,28,37,210,28.0
6534,40,47889.0,Graduation,Together,1,0,6,11.17,1.0169,67,94,177,67.02
9485,28,45921.0,PhD,Married,0,0,10,19.9,2.6786,199,23,112,199.0
7053,48,78420.0,PhD,Single,0,0,22,66.05,1.8033,1453,75,366,1453.12
4654,22,75114.0,Graduation,Together,0,0,19,65.95,2.4255,1253,40,235,1253.03
9760,51,52278.0,PhD,Widow,0,1,31,38.65,1.785,1198,24,521,1198.13
1048,42,35641.0,Master,Married,1,0,10,17.8,0.8547,178,11,351,178.0
10619,20,95529.0,Graduation,Single,0,0,18,110.56,0.9408,1990,29,574,1990.15
9308,60,62820.0,Graduation,Married,0,0,14,69.71,1.012,976,51,415,975.89
10505,54,73113.0,Master,Together,0,0,15,66.73,2.4194,1001,86,186,1000.97
8362,32,84169.0,PhD,Married,0,0,20,95.95,1.8349,1919,9,327,1919.04
2625,60,42607.0,2n Cycle,Single,0,1,14,25.0,1.8667,350,30,225,350.01
4637,60,74637.0,PhD,Single,0,0,25,66.0,1.8382,1650,73,408,1649.97
9972,59,46015.0,PhD,Together,1,1,5,9.2,1.9231,46,25,78,46.0
4483,21,72354.0,Graduation,Single,0,0,19,64.63,1.2984,1228,67,439,1227.96
4487,45,39858.0,Master,Single,1,0,7,13.57,0.4023,95,67,522,94.99
4988,66,34469.0,PhD,Married,1,1,9,6.89,4.7368,62,58,57,62.01
8931,28,83033.0,Graduation,Together,1,0,26,67.73,18.1395,1761,82,43,1760.98
5871,35,24401.0,Master,Together,0,0,16,29.19,0.7186,467,98,668,467.06
2008,36,77583.0,Graduation,Married,0,0,19,60.47,4.0714,1149,93,140,1148.92
3139,32,74116.0,2n Cycle,Single,0,0,19,108.0,3.1319,2052,53,182,2052.02
10037,21,74293.0,Graduation,Single,0,0,16,70.44,8.4211,1127,66,57,1127.05
10673,38,68397.0,PhD,Married,0,1,21,67.43,2.8,1416,6,225,1416.03
5303,40,79632.0,PhD,Together,0,0,20,55.65,7.2289,1113,42,83,1113.0
538,25,46107.0,Graduation,Single,1,0,7,17.86,1.5,125,78,140,125.02
7922,63,64950.0,PhD,Single,0,1,25,38.64,1.0917,966,29,687,966.0
5692,25,25443.0,Basic,Married,1,0,5,6.4,0.2703,32,82,555,32.0
4843,62,75127.0,Graduation,Single,0,0,19,43.84,14.6154,833,92,39,832.96
6383,43,32892.0,PhD,Together,1,0,8,5.75,6.6667,46,78,36,46.0
1628,43,71796.0,Graduation,Together,0,0,17,56.47,2.0482,960,54,249,959.99
1204,44,67536.0,PhD,Married,0,1,30,60.97,2.2277,1829,45,404,1829.08
3673,43,55239.0,Graduation,Single,0,1,26,29.96,2.2222,779,59,351,778.95
760,39,60554.0,PhD,Divorced,1,0,23,35.26,2.1231,811,8,325,810.99
8957,62,64831.0,2n Cycle,Single,1,1,22,50.91,1.7143,1120,51,385,1120.03
4128,52,56067.0,PhD,Together,0,1,20,36.25,1.7391,725,51,345,724.99
6810,31,82025.0,Graduation,Divorced,0,0,12,98.92,0.9045,1187,76,398,1187.01
5386,61,94384.0,Graduation,Together,0,0,18,127.89,1.118,2302,62,483,2301.99
8700,28,14906.0,Basic,Single,0,0,9,7.33,0.4865,66,86,555,65.97
3202,27,51563.0,PhD,Married,0,0,19,65.79,0.8948,1250,60,637,1249.98
1328,32,57937.0,2n Cycle,Married,0,1,20,34.15,4.4776,683,56,134,683.0
8405,35,68274.0,Graduation,Divorced,1,1,13,23.46,1.4286,305,83,273,304.99
6515,37,39771.0,Graduation,Together,1,0,6,8.33,0.8738,50,92,206,49.98
2882,39,67893.0,2n Cycle,Divorced,0,1,16,62.19,0.7535,995,31,637,995.0
7574,35,27922.0,PhD,Together,1,0,6,6.83,3.5294,41,80,51,40.98
6387,38,52190.0,PhD,Together,1,1,9,8.56,5.0943,77,39,53,77.04
5320,41,44051.0,Master,Divorced,1,1,12,14.25,0.6963,171,20,517,170.99
5048,43,42767.0,PhD,Single,2,0,7,18.71,0.506,131,53,415,130.96
8146,38,46106.0,Master,Together,1,1,5,10.8,3.0,54,84,50,54.0
10031,38,16927.0,PhD,Married,1,1,12,4.42,0.7129,53,50,505,53.04
5748,49,59754.0,Graduation,Married,0,1,16,29.69,0.8333,475,96,576,475.02
2134,62,53700.0,Graduation,Single,0,1,22,31.55,0.9677,694,94,682,694.07
1523,41,59041.0,Graduation,Married,1,1,8,12.0,4.4444,96,25,54,96.0
9665,57,54237.0,PhD,Divorced,0,1,16,22.56,1.1189,361,48,429,360.97
4640,47,70647.0,Graduation,Divorced,0,1,26,41.5,1.2056,1079,65,647,1079.03
3635,52,52597.0,PhD,Single,0,1,20,28.9,11.1111,578,69,54,578.0
3547,45,41021.0,Master,Together,1,0,7,9.14,0.3839,64,12,547,63.98
2456,39,40233.0,PhD,Married,0,1,13,11.46,1.5058,149,84,259,148.98
5633,34,50183.0,Graduation,Married,1,1,17,13.59,102.0,231,47,5,231.03
7801,55,54753.0,Graduation,Together,0,1,21,34.67,2.1649,728,87,291,728.05
10489,41,92955.0,Graduation,Married,0,0,23,77.3,2.1905,1778,35,315,1777.92
